name	Betweenness	Closeness	Degree	Eigenvector	LAC	Network
RELA	3863.92154702777	0.43756786102063	53	0.135338187217712	12.3396226415094	24.9950834261289
STAT1	1555.15879126658	0.425105485232068	41	0.137415811419487	13.2682926829268	19.5784247232919
ESR1	7950.08166199691	0.443832599118943	44	0.123137876391411	12	20.9896099170962
HSP90AA1	9213.78087947939	0.452300785634119	68	0.151925459504128	9.91176470588235	30.3696660044393
AKT1	8541.71573776061	0.449275362318841	62	0.14509953558445	10	26.3181311873023
RPS6KB1	2024.87855335612	0.399801587301587	25	0.0659244880080223	6.24	7.87187520082257
NFKB1	2034.79925952475	0.425105485232068	40	0.10944989323616	10.15	15.9583555810054
IL2	196.012926294177	0.394711067580803	26	0.104643814265728	13.1538461538462	13.9544444444444
RAF1	412.918356402445	0.378048780487805	18	0.0576500035822392	7	8.67522281639929
MDM2	651.324816435754	0.382716049382716	20	0.0473592765629292	6	7.9715811965812
CREBBP	8367.47755530161	0.43756786102063	46	0.104164935648441	10.3913043478261	21.9507733016423
ITGA2B	748.857084647491	0.364376130198915	12	0.0399155840277672	4.66666666666667	5.09090909090909
MAPK3	7714.35539436682	0.457954545454545	77	0.191147178411484	13.4805194805195	44.9840257119771
STAT3	7797.85025073514	0.456398640996602	71	0.19702310860157	15.4366197183099	40.8600389666355
S1PR1	176.57882173457	0.373493975903614	15	0.0667516887187958	9.6	10.3809523809524
TERT	1030.13078970904	0.387127761767531	17	0.052903950214386	6.47058823529412	7.05961538461538
CASP3	2229.87452882486	0.393939393939394	25	0.0520982667803764	4.56	8.3910887615996
GSK3B	540.412536935004	0.380907372400756	20	0.0470843613147736	5.1	6.29016721152944
NOS2	2042.68598982846	0.385645933014354	15	0.0501516051590443	5.2	7.42857142857143
LCK	2070.24895381002	0.415463917525773	51	0.167365655303001	18	32.2186759301425
PTPN11	3119.22764906359	0.422431865828092	56	0.158902823925018	14.1785714285714	31.5609628091085
JAK1	359.259318760733	0.388996138996139	32	0.113814160227776	14.0625	18.161242146707
MTOR	380.24253273394	0.384909264565425	19	0.0578803680837154	5.89473684210526	6.61388888888889
CHUK	942.278154133858	0.377340823970037	25	0.0474635027348995	7.68	12.1723468739723
XIAP	198.498014894916	0.333885666942833	12	0.0154321743175387	3.33333333333333	4.21439393939394
JUN	4106.78481149536	0.436619718309859	50	0.127526521682739	11.12	22.7312318032676
RXRB	402.571516369754	0.364705882352941	14	0.0323422774672508	4.28571428571429	6.22161172161172
FOXO1	1058.84527801336	0.3935546875	23	0.0629024133086205	6.69565217391304	9.13885003885004
AKT2	361.514479636274	0.372802960222017	16	0.0353403650224209	4.125	5.31904761904762
JAK3	433.493401517487	0.383809523809524	28	0.102209247648716	13.3571428571429	16.052972865914
PPP2CA	533.982306064816	0.378048780487805	22	0.0696218013763428	6.81818181818182	8.76979212737726
RXRA	7602.35603908672	0.415036045314109	32	0.0591519251465797	5.9375	14.9068943706515
IKBKB	549.494672256548	0.366030881017257	22	0.0412541218101978	7.54545454545455	11.2759183025437
HIF1A	1804.50657611091	0.414609053497942	31	0.0834424421191216	9.61290322580645	14.9888420109836
VAV1	662.388569459418	0.381267738883633	25	0.0784895122051239	9.84	11.7190559440559
HSPA8	3051.17253011507	0.389371980676328	21	0.0402765385806561	5.71428571428571	10.0634992458522
HDAC1	4849.47965978417	0.410805300713558	45	0.0855207741260529	9.46666666666667	22.5350018586249
PARP1	487.975356792113	0.349220103986135	13	0.0213513858616352	3.53846153846154	5.83531746031746
SIRT1	3922.78935910331	0.368709972552608	23	0.0435864441096783	6.60869565217391	10.5370670995671
CCND1	1063.366061503	0.412487205731832	30	0.0775551423430443	9.8	15.4409810596743
NR3C1	1180.71527900261	0.404212637913741	32	0.0895219743251801	9.8125	13.4411836702864
CDK6	187.322532392543	0.360787824529991	14	0.0321411862969398	6.28571428571429	7.11864801864802
PRKACA	1213.84895537839	0.376987839101964	24	0.0589920803904533	4.25	5.29095710603989
EZH2	426.733474009872	0.382352941176471	17	0.0445598289370537	6.70588235294118	8.64166666666667
CASP8	1390.0699414743	0.378403755868545	20	0.0472389087080956	5.6	7.7673677199993
HSPA1A	237.721909757173	0.380907372400756	15	0.0450405888259411	6.13333333333333	7.2724358974359
MAPK1	8404.15937862828	0.457954545454545	78	0.194427102804184	13.3076923076923	44.3562383745459
STAT5B	925.413245095577	0.408722109533469	38	0.124644570052624	12.1578947368421	17.3199101067862
YES1	301.420630530339	0.388621022179364	31	0.102678470313549	14.1935483870968	19.0662632053936
SNCA	811.386658911767	0.35950044603033	16	0.0435672104358673	5.125	5.94358974358974
EPHB2	190.777927881327	0.347413793103448	14	0.0406934581696987	6.42857142857143	7.1497668997669
LYN	1428.45560095535	0.409552845528455	48	0.150483191013336	15.0416666666667	26.5144685109059
EPHB1	238.552231912786	0.354441512752858	15	0.0457026809453964	6.8	7.63877788877789
FYN	4523.32441275742	0.416322314049587	57	0.15922375023365	14.9824561403509	32.4409045991223
FGR	529.808616507491	0.381628787878788	27	0.0845877677202225	12.4444444444444	15.8996549344375
PTK2	1749.74724096589	0.411224489795918	40	0.121066816151142	12.3	20.2672068269894
PTK2B	2258.67114176394	0.392787524366472	36	0.108719393610954	10.6111111111111	15.3153652695983
PRKCD	803.006405419876	0.397435897435897	27	0.0967601612210274	9.7037037037037	11.1272143528537
MAPK11	1526.95698951962	0.397435897435897	31	0.0887432768940926	8.45161290322581	12.1931008511787
SYK	449.386748110708	0.388246628131021	31	0.108495891094208	12.8387096774194	15.4105286138982
SMARCA4	310.071701236598	0.371428571428571	17	0.0406384468078613	6.70588235294118	9.30178571428571
TLR4	1505.30982596874	0.365036231884058	17	0.0330623462796211	3.64705882352941	5.20037878787879
ITGB1	2322.1234944008	0.38417540514776	29	0.0593710839748383	5.72413793103448	11.5132593748962
PRKCQ	671.572377613316	0.367365542388332	16	0.0514720231294632	5.125	6.44102564102564
LPAR1	836.391866659086	0.355066079295154	11	0.0358906909823418	3.27272727272727	3.6
MAPT	490.829439501652	0.372802960222017	18	0.04338289052248	4.22222222222222	5.31200237670826
CCNA2	1044.77082262531	0.333885666942833	11	0.0150626599788666	4.18181818181818	4.98333333333333
CDK4	285.61227237351	0.379472693032015	16	0.0404190495610237	6.75	7.99032634032634
CDK2	162.458344554358	0.355379188712522	14	0.033233568072319	6.28571428571429	7.03275058275058
CDK1	5684.26659821679	0.392787524366472	21	0.0355184823274612	5.14285714285714	8.11552723592197
CXCL8	1008.96253625997	0.383444338725024	19	0.0538260750472546	6.10526315789474	7.45606060606061
PPARG	1439.14927518123	0.380547686496695	19	0.0424784384667873	6.21052631578947	7.21939449439449
HDAC6	320.241042293151	0.362084456424079	10	0.022987324744463	3.4	4.21111111111111
NFKBIA	1584.72794792598	0.412487205731832	32	0.0896953567862511	9.375	12.2973059175032
MAP3K7	459.130452505048	0.345626072041166	20	0.0330637209117413	5.7	8.48113465481886
NTRK1	1026.97440135783	0.362410071942446	15	0.0443783290684223	4.53333333333333	5.49340659340659
VEGFA	3316.65980002009	0.426906779661017	44	0.114989429712296	10.6818181818182	22.2649203605398
VDR	814.870958322722	0.337520938023451	8	0.0156584624201059	3.75	4.28571428571429
HDAC2	308.649375425396	0.364046973803071	15	0.0343629978597164	7.2	8.77301587301587
KDR	612.086618341159	0.388996138996139	25	0.0723583996295929	8.48	11.6180176458949
IGF1R	532.739718185258	0.39126213592233	19	0.0657753795385361	6.21052631578947	7.96942110177404
MMP3	555.672809697501	0.352272727272727	10	0.021599693223834	4	5.22222222222222
PTPN6	290.276299767566	0.376635514018692	23	0.0845461487770081	12.1739130434783	13.624722336487
MMP1	1380.45869017714	0.342978723404255	12	0.0177968051284552	4.66666666666667	6.3959595959596
MMP9	1339.91981215927	0.357904085257549	14	0.0269515123218298	4.85714285714286	6.94211344211344
DNM1	2444.41215158077	0.373840445269017	16	0.0425904616713524	3.625	4.58095238095238
IL6	1878.64785943485	0.387872954764196	29	0.085431382060051	9.24137931034483	12.5039682023953
MAPK13	309.26687891994	0.361434977578475	12	0.0380774550139904	6	6.64772727272727
MMP2	435.208398356858	0.363063063063063	13	0.0327232554554939	4.46153846153846	5.1530303030303
VCAM1	858.087354581412	0.345329905741217	10	0.0201903525739908	3.2	5.39166666666667
FGFR3	246.394017053908	0.380547686496695	15	0.0634177029132843	6.4	7.40934065934066
FGF2	258.947408612594	0.352580927384077	14	0.0364047735929489	5.28571428571429	6.17945942945943
TEK	418.887383776657	0.370745170193192	12	0.0422513112425804	3.33333333333333	3.63636363636364
